Bib,ID,11.1k,16.6k,20k,20.7k,Chip Time,Finish Time
20949,02730,1:02:07,0:35:19,0:20:29,0:04:00,2:12:36,2:12:36
21490,02731,1:01:30,0:35:41,0:20:55,0:04:37,2:12:45,2:12:45
23615,02732,1:01:58,0:34:49,0:20:59,0:04:07,2:12:47,2:12:47
21845,02733,1:01:54,0:34:46,0:20:35,0:03:40,2:12:47,2:12:47
20959,02734,1:00:28,0:35:19,0:22:40,0:04:27,2:12:48,2:12:48
21147,02735,0:59:19,0:35:32,0:23:21,0:04:32,2:12:50,2:12:50
20980,02736,1:01:45,0:35:27,0:21:20,0:04:06,2:12:51,2:12:51
23100,02737,1:00:55,0:36:04,0:22:18,0:04:16,2:12:51,2:12:51
23106,02738,1:02:15,0:34:34,0:20:56,0:04:22,2:12:51,2:12:51
23564,02739,0:59:47,0:35:49,0:21:42,0:04:25,2:12:52,2:12:52
20361,02740,1:02:15,0:34:35,0:20:55,0:04:23,2:12:52,2:12:52
20674,02741,1:02:10,0:34:49,0:21:16,0:04:11,2:12:55,2:12:55
23270,02742,1:02:10,0:34:49,0:21:14,0:04:16,2:12:56,2:12:56
23349,02743,1:02:51,0:34:50,0:21:12,0:03:56,2:13:06,2:13:06
21832,02744,1:02:07,0:35:17,0:20:50,0:04:21,2:13:07,2:13:07
21606,02745,1:03:01,0:34:38,0:19:58,0:04:18,2:13:08,2:13:08
21757,02746,1:03:01,0:34:38,0:19:59,,2:13:08,2:13:08
21253,02747,1:01:52,0:35:05,0:21:25,0:04:14,2:13:09,2:13:09
20103,02748,0:59:49,0:36:50,0:22:34,0:04:27,2:13:13,2:13:13
23161,02749,0:59:42,0:35:43,0:23:39,0:04:20,2:13:14,2:13:14
20969,02750,0:58:58,0:36:26,0:23:45,0:04:31,2:13:15,2:13:15
21167,02751,0:59:40,0:38:24,0:21:33,0:03:49,2:13:15,2:13:15
21038,02752,1:00:03,0:35:36,0:22:15,0:04:14,2:13:18,2:13:18
20255,02753,1:01:21,0:33:53,0:23:16,0:04:37,2:13:22,2:13:22
23060,02754,0:58:58,0:35:51,0:23:32,0:05:01,2:13:27,2:13:27
20591,02755,1:02:19,0:34:37,0:21:08,0:04:18,2:13:30,2:13:30
21649,02756,1:03:32,0:33:31,0:20:20,0:04:23,2:13:30,2:13:30
21416,02757,1:02:20,0:34:38,0:21:07,0:04:18,2:13:30,2:13:30
20480,02758,1:02:17,0:34:11,0:21:33,0:04:22,2:13:31,2:13:31
23587,02759,0:58:33,0:36:23,0:23:51,0:04:46,2:13:33,2:13:33
21839,02760,1:02:57,0:33:51,0:20:50,0:04:28,2:13:37,2:13:37
20511,02761,1:02:03,0:34:55,0:22:54,0:04:04,2:13:40,2:13:40
23279,02762,1:02:04,0:34:55,0:22:53,0:04:05,2:13:40,2:13:40
21182,02763,1:05:22,0:35:31,0:19:08,0:03:22,2:13:41,2:13:41
21369,02764,1:02:49,0:35:05,0:22:00,0:03:49,2:13:45,2:13:45
21068,02765,1:01:57,0:33:25,0:22:29,0:04:37,2:13:48,2:13:48
21163,02766,1:00:53,0:35:56,0:23:14,0:03:45,2:13:54,2:13:54
21031,02767,1:04:39,0:34:35,0:20:15,0:03:41,2:13:55,2:13:55
23356,02768,1:02:42,0:35:53,0:20:41,0:03:53,2:13:56,2:13:56
23128,02769,1:03:00,0:34:36,0:22:06,0:04:23,2:13:59,2:13:59
23269,02770,1:10:24,0:33:48,0:21:54,0:04:11,2:13:59,2:13:59
20874,02771,1:02:44,0:35:25,0:21:28,0:03:56,2:14:04,2:14:04
21569,02772,1:06:50,0:33:37,0:19:32,0:03:52,2:14:06,2:14:06
23480,02773,1:03:04,0:35:21,0:21:01,0:04:05,2:14:10,2:14:10
20717,02774,0:56:13,0:34:49,0:27:55,0:05:27,2:14:12,2:14:12
23614,02775,,1:28:33,0:28:24,0:05:40,2:14:13,2:14:13
23064,02776,1:03:29,0:34:33,0:20:56,0:04:16,2:14:14,2:14:14
23085,02777,1:00:02,0:37:48,0:22:40,0:04:12,2:14:15,2:14:15
23136,02778,0:59:48,0:36:56,0:22:27,0:04:31,2:14:15,2:14:15
20883,02779,1:01:55,0:34:41,0:22:40,0:04:17,2:14:21,2:14:21
23611,02780,0:57:43,0:37:11,0:24:54,0:05:00,2:14:21,2:14:21
21479,02781,1:02:49,0:34:06,0:21:27,0:04:17,2:14:25,2:14:25
23319,02782,1:02:50,0:34:53,0:22:05,0:04:19,2:14:30,2:14:30
20317,02783,1:06:35,0:32:27,0:20:18,0:04:04,2:14:33,2:14:33
20863,02784,1:06:36,0:32:20,0:20:26,0:04:01,2:14:33,2:14:33
21128,02785,1:04:56,0:34:08,0:20:22,0:04:02,2:14:33,2:14:33
21178,02786,1:04:18,0:35:16,0:21:14,0:04:07,2:14:34,2:14:34
21540,02787,1:04:07,0:34:47,0:20:38,0:04:07,2:14:34,2:14:34
23585,02788,1:02:10,0:36:38,0:21:53,0:03:59,2:14:36,2:14:36
21180,02789,1:04:08,0:34:47,0:20:38,0:04:06,2:14:37,2:14:37
21171,02790,1:02:56,0:34:40,0:21:31,0:04:05,2:14:41,2:14:41
21035,02791,1:04:32,0:34:27,0:21:14,0:04:01,2:14:43,2:14:43
21195,02792,1:03:20,0:34:52,0:21:03,0:04:18,2:14:51,2:14:51
21745,02793,1:05:18,0:35:39,0:19:48,0:03:39,2:14:56,2:14:56
21014,02794,1:03:29,0:35:31,0:20:51,0:04:03,2:14:57,2:14:57
21015,02795,1:03:29,0:35:31,0:20:52,0:04:01,2:14:57,2:14:57
21013,02796,1:01:10,0:36:46,0:22:14,0:04:41,2:15:00,2:15:00
23147,02797,1:03:28,0:34:59,0:21:28,0:04:17,2:15:04,2:15:04
20922,02798,1:03:38,0:35:27,0:21:04,0:03:57,2:15:04,2:15:04
21731,02799,1:02:15,0:36:37,0:21:29,0:04:11,2:15:06,2:15:06
23438,02800,1:05:06,0:35:33,0:19:58,0:03:40,2:15:09,2:15:09
23203,02801,1:05:06,0:35:34,0:19:58,0:03:39,2:15:09,2:15:09
23185,02802,1:02:39,0:35:52,0:22:25,0:04:17,2:15:12,2:15:12
23308,02803,1:04:07,0:35:50,0:20:52,0:04:13,2:15:13,2:15:13
23266,02804,1:04:56,0:35:06,0:20:14,0:03:59,2:15:14,2:15:14
23150,02805,1:01:53,0:36:13,0:22:12,0:04:16,2:15:15,2:15:15
20159,02806,1:04:08,0:35:34,0:20:49,0:04:04,2:15:17,2:15:17
21168,02807,1:04:42,0:34:45,0:20:38,0:04:07,2:15:20,2:15:20
20550,02808,1:01:35,0:37:23,0:22:02,0:04:10,2:15:20,2:15:20
21058,02809,1:03:55,0:36:18,0:20:45,0:03:51,2:15:20,2:15:20
21508,02810,1:02:49,0:34:53,0:22:02,0:04:26,2:15:21,2:15:21
21536,02811,1:05:31,0:35:19,0:19:42,0:03:55,2:15:22,2:15:22
20386,02812,1:05:16,0:34:11,0:21:00,0:04:14,2:15:27,2:15:27
23240,02813,1:05:15,0:34:11,0:21:05,0:04:09,2:15:27,2:15:27
21046,02814,1:02:40,0:36:41,0:21:09,0:04:15,2:15:28,2:15:28
21053,02815,1:03:48,0:35:17,0:21:32,0:04:07,2:15:28,2:15:28
20962,02816,1:03:34,0:35:49,0:21:53,0:04:13,2:15:30,2:15:30
23042,02817,1:02:49,0:35:46,0:21:41,0:04:23,2:15:31,2:15:31
20992,02818,1:04:36,0:35:46,0:20:32,0:04:05,2:15:39,2:15:39
20749,02819,1:03:10,0:35:44,0:22:05,0:04:09,2:15:39,2:15:39
21724,02820,1:00:30,0:36:09,0:24:25,0:04:16,2:15:39,2:15:39
20872,02821,1:02:07,0:35:59,0:22:10,0:04:18,2:15:41,2:15:41
20712,02822,1:02:59,0:36:36,0:22:00,0:04:06,2:15:44,2:15:44
21100,02823,1:02:58,0:37:08,0:21:07,0:03:59,2:15:45,2:15:45
21567,02824,1:05:05,0:33:57,0:21:14,0:04:05,2:15:47,2:15:47
20477,02825,1:01:16,0:38:44,0:22:09,0:04:14,2:15:51,2:15:51
21531,02826,1:03:57,0:36:22,0:21:08,0:03:45,2:15:52,2:15:52
20958,02827,0:56:03,0:38:42,0:26:39,0:04:39,2:15:53,2:15:53
21185,02828,1:03:56,0:36:17,0:20:47,0:03:58,2:15:56,2:15:56
23372,02829,1:02:22,0:35:11,0:22:34,0:04:26,2:16:02,2:16:02
20816,02830,1:04:16,0:35:34,0:21:13,0:04:13,2:16:11,2:16:11
20420,02831,1:03:47,0:36:38,0:21:38,0:04:06,2:16:11,2:16:11
20796,02832,1:04:16,0:35:34,0:21:13,0:04:14,2:16:11,2:16:11
23278,02833,1:02:32,0:37:38,0:21:51,0:04:23,2:16:14,2:16:14
23316,02834,1:02:47,0:36:13,0:21:45,0:04:26,2:16:14,2:16:14
20889,02835,1:01:51,0:37:21,0:22:39,0:04:39,2:16:16,2:16:16
21134,02836,1:02:05,0:36:41,0:22:00,0:04:27,2:16:18,2:16:18
23437,02837,1:03:55,0:36:57,0:21:25,0:04:13,2:16:19,2:16:19
20514,02838,1:03:04,0:35:09,0:22:05,0:04:50,2:16:20,2:16:20
23504,02839,1:07:25,0:32:36,0:21:24,0:04:28,2:16:21,2:16:21
20414,02840,1:01:56,0:34:27,0:24:23,0:04:35,2:16:21,2:16:21
23119,02841,1:07:25,0:32:37,0:21:22,0:04:28,2:16:21,2:16:21
23328,02842,1:04:55,0:35:05,0:21:09,0:04:02,2:16:21,2:16:21
21410,02843,1:02:53,0:34:18,0:22:31,0:04:54,2:16:27,2:16:27
21488,02844,1:03:56,0:36:17,0:22:00,0:04:00,2:16:28,2:16:28
20475,02845,0:58:36,0:35:22,0:26:33,0:05:19,2:16:28,2:16:28
20613,02846,1:07:25,0:32:36,0:21:24,0:04:27,2:16:29,2:16:29
20499,02847,1:00:14,0:37:03,0:24:02,0:04:36,2:16:31,2:16:31
20450,02848,1:04:25,0:35:45,0:21:58,0:03:52,2:16:32,2:16:32
20407,02849,1:02:54,0:36:35,0:20:18,0:04:05,2:16:33,2:16:33
20953,02850,1:05:06,0:34:51,0:21:39,0:04:03,2:16:33,2:16:33
20114,02851,1:03:57,0:35:28,0:21:31,0:04:18,2:16:37,2:16:37
21136,02852,1:04:06,0:37:31,0:20:50,0:03:58,2:16:41,2:16:41
23525,02853,1:04:32,0:36:02,0:21:13,0:04:04,2:16:43,2:16:43
20413,02854,1:05:36,0:35:33,0:20:10,0:04:11,2:16:46,2:16:46
23124,02855,1:03:29,0:38:59,0:20:14,0:03:59,2:16:59,2:16:59
20929,02856,1:02:15,0:36:31,0:22:43,0:04:36,2:17:00,2:17:00
21389,02857,1:06:22,0:35:51,0:20:01,0:03:59,2:17:02,2:17:02
21191,02858,1:03:25,0:36:34,0:22:34,0:04:08,2:17:04,2:17:04
21481,02859,1:05:14,0:34:50,0:21:17,0:04:08,2:17:07,2:17:07
23182,02860,1:04:48,0:36:18,0:21:10,0:04:00,2:17:07,2:17:07
20423,02861,1:01:27,0:34:27,0:26:07,0:04:37,2:17:08,2:17:08
21099,02862,1:05:55,0:34:51,0:21:17,0:04:08,2:17:10,2:17:10
21446,02863,1:04:26,0:36:46,0:21:15,0:04:03,2:17:13,2:17:13
20452,02864,1:04:52,0:35:26,0:21:50,0:04:07,2:17:18,2:17:18
23548,02865,1:02:11,0:37:43,0:23:01,0:04:16,2:17:19,2:17:19
20483,02866,1:03:15,0:36:19,0:22:59,0:04:44,2:17:27,2:17:27
23273,02867,1:06:08,0:36:08,0:20:17,0:03:48,2:17:29,2:17:29
20813,02868,1:05:40,0:35:32,0:21:27,0:04:01,2:17:30,2:17:30
21530,02869,1:03:32,0:36:56,0:22:37,0:04:21,2:17:39,2:17:39
23201,02870,1:03:56,0:36:17,0:22:03,0:04:29,2:17:39,2:17:39
23301,02871,1:02:53,0:37:20,0:23:16,0:04:14,2:17:40,2:17:40
21040,02872,1:04:54,0:35:22,0:22:00,0:04:21,2:17:41,2:17:41
23176,02873,1:02:57,0:36:47,0:22:32,0:04:30,2:17:41,2:17:41
20553,02874,1:05:52,0:36:45,0:21:06,0:03:39,2:17:42,2:17:42
23140,02875,1:03:30,0:34:54,0:23:34,0:04:39,2:17:43,2:17:43
20119,02876,1:00:58,0:37:30,0:24:23,0:04:59,2:17:43,2:17:43
23556,02877,1:04:58,0:35:37,0:22:07,0:04:09,2:17:44,2:17:44
23632,02878,1:04:59,0:35:37,0:22:05,0:04:10,2:17:44,2:17:44
23403,02879,1:04:05,0:36:01,0:23:04,0:04:19,2:17:46,2:17:46
21067,02880,0:58:56,0:39:20,0:25:49,0:04:49,2:17:46,2:17:46
21550,02881,1:01:54,0:37:51,0:23:49,0:04:29,2:17:48,2:17:48
23471,02882,1:05:20,0:35:39,0:21:32,0:04:22,2:17:52,2:17:52
21384,02883,1:02:12,0:36:50,0:22:57,0:05:04,2:17:54,2:17:54
23478,02884,1:04:27,0:37:12,0:21:57,0:04:06,2:17:54,2:17:54
20783,02885,1:05:33,0:36:25,0:20:55,0:04:06,2:17:57,2:17:57
21788,02886,1:03:44,0:37:12,0:22:17,0:04:15,2:17:58,2:17:58
20156,02887,1:06:48,0:35:58,0:20:05,0:04:23,2:18:00,2:18:00
20309,02888,1:05:09,0:35:15,0:21:57,0:04:20,2:18:01,2:18:01
21520,02889,1:03:14,0:35:53,0:22:34,0:04:58,2:18:02,2:18:02
21300,02890,1:05:19,0:36:30,0:21:17,0:04:06,2:18:03,2:18:03
21835,02891,1:04:22,0:35:49,0:22:13,0:04:24,2:18:04,2:18:04
21175,02892,1:03:29,0:36:53,0:22:06,0:04:47,2:18:06,2:18:06
23532,02893,1:02:40,0:37:11,0:23:23,0:04:27,2:18:09,2:18:09
21440,02894,1:01:56,0:36:56,0:23:00,0:04:49,2:18:11,2:18:11
21593,02895,1:03:57,0:35:10,0:23:48,0:04:29,2:18:13,2:18:13
23588,02896,1:03:57,0:35:10,0:23:48,0:04:29,2:18:13,2:18:13
20564,02897,1:05:19,0:35:59,0:21:30,0:04:28,2:18:14,2:18:14
20734,02898,1:05:20,0:35:59,0:20:44,0:04:47,2:18:15,2:18:15
23591,02899,1:05:24,0:35:58,0:21:47,0:04:14,2:18:16,2:18:16
23311,02900,1:05:24,0:36:00,0:21:46,0:04:14,2:18:16,2:18:16
21626,02901,1:01:22,0:36:09,0:24:45,0:04:58,2:18:16,2:18:16
20898,02902,1:04:27,0:37:26,0:21:55,0:04:05,2:18:16,2:18:16
23068,02903,1:04:46,0:35:56,0:22:14,0:04:20,2:18:18,2:18:18
21439,02904,1:04:37,0:37:19,0:22:47,0:04:24,2:18:19,2:18:19
23429,02905,1:04:46,0:35:56,0:22:14,0:04:20,2:18:20,2:18:20
23362,02906,1:04:28,0:36:42,0:22:27,0:04:05,2:18:20,2:18:20
23166,02907,1:04:30,0:36:41,0:22:18,0:04:23,2:18:25,2:18:25
21477,02908,1:00:55,0:37:05,0:24:59,0:04:57,2:18:26,2:18:26
20108,02909,1:05:46,0:37:10,0:23:23,0:04:27,2:18:28,2:18:28
21313,02910,1:01:33,0:37:13,0:24:29,0:05:00,2:18:33,2:18:33
20540,02911,1:05:53,0:36:45,0:21:06,0:04:15,2:18:35,2:18:35
20495,02912,1:02:32,0:35:59,0:24:01,0:04:55,2:18:35,2:18:35
23097,02913,1:06:07,0:36:08,0:21:08,0:04:06,2:18:35,2:18:35
23154,02914,1:02:10,0:38:34,0:22:46,0:04:26,2:18:39,2:18:39
23156,02915,1:05:46,0:36:08,0:21:38,0:04:18,2:18:40,2:18:40
21635,02916,1:03:23,0:36:08,0:23:08,0:04:52,2:18:41,2:18:41
21197,02917,1:04:56,0:36:22,0:21:17,0:04:38,2:18:41,2:18:41
21018,02918,1:03:04,0:34:23,0:24:28,0:05:28,2:18:46,2:18:46
21529,02919,1:07:59,0:34:53,0:20:42,0:03:54,2:18:52,2:18:52
23256,02920,1:05:03,0:35:53,0:22:59,0:04:30,2:18:53,2:18:53
23148,02921,1:04:25,0:38:32,0:20:57,0:03:59,2:18:54,2:18:54
21805,02922,1:05:29,0:36:49,0:22:31,0:03:37,2:18:55,2:18:55
20044,02923,1:06:53,0:35:59,0:20:05,0:04:20,2:18:56,2:18:56
21632,02924,1:04:40,0:36:00,0:22:16,0:04:30,2:18:56,2:18:56
23281,02925,1:04:57,0:36:52,0:22:09,0:04:20,2:18:56,2:18:56
23326,02926,1:06:34,0:35:55,0:21:47,0:04:08,2:18:57,2:18:57
21618,02927,1:06:12,0:35:38,0:21:40,0:04:43,2:19:01,2:19:01
20915,02928,1:05:56,0:36:32,0:21:47,0:03:55,2:19:01,2:19:01
23613,02929,1:01:38,0:36:28,0:25:03,0:05:10,2:19:02,2:19:02
21276,02930,1:03:20,0:37:50,0:23:24,0:04:34,2:19:03,2:19:03
23418,02931,1:04:57,0:36:53,0:22:21,0:04:13,2:19:08,2:19:08
23095,02932,1:06:10,0:36:06,0:21:04,0:04:32,2:19:09,2:19:09
23383,02933,1:05:04,0:36:11,0:22:18,0:04:16,2:19:09,2:19:09
21406,02934,1:07:06,0:34:49,0:21:43,0:04:25,2:19:12,2:19:12
20512,02935,1:06:30,0:36:55,0:21:13,0:03:45,2:19:15,2:19:15
23135,02936,1:06:30,0:36:55,0:21:13,0:03:45,2:19:16,2:19:16
20199,02937,1:02:05,0:36:13,0:25:31,0:04:59,2:19:17,2:19:17
23456,02938,1:04:03,0:37:09,0:22:51,0:04:16,2:19:19,2:19:19
22228,02939,1:04:03,0:37:08,0:22:50,0:04:17,2:19:23,2:19:23
23405,02940,1:06:17,0:36:57,0:21:32,0:03:53,2:19:26,2:19:26
21357,02941,1:06:17,0:36:57,0:21:32,0:03:52,2:19:27,2:19:27
21575,02942,1:05:30,0:36:48,0:22:31,0:03:47,2:19:31,2:19:31
21808,02943,1:05:29,0:36:48,0:22:32,0:03:47,2:19:31,2:19:31
23346,02944,1:06:27,0:36:41,0:21:54,0:03:55,2:19:33,2:19:33
20580,02945,1:04:31,0:35:39,0:23:16,0:05:00,2:19:33,2:19:33
21022,02946,1:03:56,0:36:18,0:23:43,0:04:59,2:19:33,2:19:33
23045,02947,1:05:47,0:36:07,0:21:57,0:04:30,2:19:40,2:19:40
21523,02948,1:04:48,0:36:13,0:22:14,0:04:44,2:19:41,2:19:41
20559,02949,1:04:34,0:36:35,0:22:10,0:04:13,2:19:49,2:19:49
20330,02950,1:05:32,0:36:26,0:22:14,0:04:32,2:19:56,2:19:56
20418,02951,1:05:35,0:36:18,0:21:55,0:05:01,2:19:58,2:19:58
23494,02952,1:04:42,0:37:36,0:22:55,0:04:28,2:20:00,2:20:00
23350,02953,1:02:09,0:38:22,0:24:48,0:05:13,2:20:01,2:20:01
21503,02954,1:06:18,0:36:15,0:22:18,0:04:15,2:20:02,2:20:02
23389,02955,1:05:11,0:37:06,0:21:53,0:04:10,2:20:06,2:20:06
23539,02956,1:06:36,0:35:45,0:22:58,0:04:08,2:20:08,2:20:08
21321,02957,1:04:58,0:38:28,0:22:08,0:04:12,2:20:10,2:20:10
21730,02958,1:06:28,0:35:50,0:21:50,0:04:13,2:20:10,2:20:10
21376,02959,1:05:49,0:36:41,0:22:04,0:04:24,2:20:12,2:20:12
21458,02960,1:01:43,0:38:53,0:25:01,0:05:19,2:20:16,2:20:16
23108,02961,1:04:03,0:37:00,0:23:15,0:05:05,2:20:16,2:20:16
23520,02962,1:05:57,0:36:38,0:22:02,0:04:34,2:20:16,2:20:16
23315,02963,1:06:09,0:36:35,0:22:10,0:04:13,2:20:22,2:20:22
20421,02964,1:06:55,0:37:30,0:20:38,0:04:11,2:20:26,2:20:26
23058,02965,1:04:40,0:37:49,0:22:44,0:04:17,2:20:30,2:20:30
21044,02966,1:05:10,0:36:46,0:22:42,0:04:46,2:20:31,2:20:31
23267,02967,1:06:10,0:36:28,0:21:50,0:03:58,2:20:32,2:20:32
23274,02968,1:05:44,0:38:31,0:21:26,0:03:59,2:20:33,2:20:33
20469,02969,1:07:27,0:36:54,0:21:01,0:04:11,2:20:35,2:20:35
20518,02970,1:08:12,0:35:51,0:21:45,0:04:20,2:20:37,2:20:37
23034,02971,1:04:10,0:37:17,0:23:40,0:04:36,2:20:37,2:20:37
23459,02972,1:04:11,0:37:16,0:23:40,0:04:38,2:20:38,2:20:38
23275,02973,1:05:44,0:38:32,0:21:26,0:04:00,2:20:39,2:20:39
20491,02974,1:00:11,0:38:37,0:25:59,0:05:25,2:20:40,2:20:40
20873,02975,1:06:36,0:37:17,0:22:04,0:04:02,2:20:41,2:20:41
20596,02976,1:05:46,0:36:09,0:23:09,0:05:19,2:20:51,2:20:51
20811,02977,0:58:53,0:37:57,0:28:06,0:05:13,2:20:54,2:20:54
20940,02978,1:03:42,0:37:59,0:24:16,0:04:38,2:20:58,2:20:58
20161,02979,1:05:02,0:37:39,0:22:58,0:04:31,2:21:00,2:21:00
23157,02980,1:07:05,0:37:27,0:21:05,0:04:14,2:21:04,2:21:04
23235,02981,1:05:04,0:37:57,0:23:18,0:04:29,2:21:09,2:21:09
20428,02982,1:06:24,0:38:52,0:21:12,0:04:03,2:21:13,2:21:13
23093,02983,1:07:32,0:36:17,0:22:16,0:04:23,2:21:14,2:21:14
23215,02984,1:02:31,0:40:06,0:22:40,0:04:22,2:21:15,2:21:15
21727,02985,1:01:37,0:38:46,0:25:05,0:04:47,2:21:20,2:21:20
20746,02986,1:09:45,0:34:13,0:21:47,0:04:17,2:21:34,2:21:34
23255,02987,1:06:29,0:37:01,0:22:31,0:04:13,2:21:34,2:21:34
23292,02988,1:05:37,0:36:42,0:23:01,0:04:33,2:21:37,2:21:37
20763,02989,1:08:37,0:36:58,0:21:00,0:03:53,2:21:44,2:21:44
20399,02990,1:05:29,0:36:37,0:22:50,0:04:39,2:21:47,2:21:47
23091,02991,1:05:28,0:36:38,0:22:49,0:04:39,2:21:48,2:21:48
21881,02992,1:06:13,0:37:29,0:22:41,0:04:20,2:21:51,2:21:51
20539,02993,1:04:11,0:37:14,0:23:34,0:04:52,2:21:52,2:21:52
21627,02994,1:08:09,0:36:38,0:21:50,0:04:15,2:21:53,2:21:53
23475,02995,1:01:50,0:37:50,0:26:20,0:05:04,2:21:54,2:21:54
23512,02996,1:08:09,0:36:38,0:21:50,0:04:15,2:21:56,2:21:56
21478,02997,1:10:14,0:35:30,0:20:32,0:03:58,2:21:57,2:21:57
21380,02998,1:07:42,0:37:07,0:21:31,0:04:20,2:21:58,2:21:58
21495,02999,1:02:28,0:37:08,0:25:06,0:05:25,2:22:02,2:22:02
23483,03000,1:05:30,0:36:49,0:23:17,0:04:28,2:22:03,2:22:03
21469,03001,1:04:29,0:36:50,0:25:07,0:05:04,2:22:05,2:22:05
21411,03002,1:07:08,0:36:59,0:22:19,0:04:35,2:22:07,2:22:07
23024,03003,1:07:08,0:36:59,0:22:19,0:04:35,2:22:07,2:22:07
21127,03004,1:07:53,0:37:16,0:21:34,0:04:12,2:22:09,2:22:09
20097,03005,1:09:01,0:39:54,0:18:45,0:03:08,2:22:09,2:22:09
20080,03006,1:07:45,0:37:37,0:21:28,0:04:23,2:22:11,2:22:11
23247,03007,1:08:10,0:37:29,0:21:58,0:04:13,2:22:11,2:22:11
23224,03008,1:06:09,0:37:20,0:22:53,0:04:21,2:22:16,2:22:16
21538,03009,1:08:20,0:34:52,0:22:26,0:04:45,2:22:18,2:22:18
21372,03010,1:06:36,0:35:44,0:22:58,0:06:02,2:22:19,2:22:19
23298,03011,1:06:16,0:37:55,0:22:54,0:04:37,2:22:19,2:22:19
21097,03012,1:06:36,0:37:17,0:22:27,0:05:04,2:22:25,2:22:25
20719,03013,1:07:28,0:37:02,0:22:14,0:04:10,2:22:27,2:22:27
21090,03014,1:07:30,0:37:01,0:22:13,0:04:12,2:22:28,2:22:28
23367,03015,1:06:26,0:37:44,0:23:05,0:05:09,2:22:30,2:22:30
21173,03016,1:01:47,0:33:24,0:30:08,0:05:32,2:22:36,2:22:36
20935,03017,1:01:46,0:35:27,0:28:41,0:06:05,2:22:43,2:22:43
20769,03018,1:08:25,0:36:25,0:22:12,0:04:26,2:22:46,2:22:46
20533,03019,1:08:10,0:37:23,0:21:52,0:04:08,2:22:48,2:22:48
20834,03020,1:08:46,0:36:32,0:21:48,0:04:01,2:22:50,2:22:50
21001,03021,1:03:15,0:39:33,0:24:00,0:04:56,2:22:52,2:22:52
20093,03022,1:08:41,0:36:34,0:21:47,0:04:04,2:22:52,2:22:52
23264,03023,1:08:43,0:36:35,0:21:47,0:04:04,2:22:55,2:22:55
23277,03024,1:07:11,0:36:58,0:22:49,0:04:21,2:22:56,2:22:56
23017,03025,1:08:52,0:36:59,0:21:39,0:04:09,2:22:58,2:22:58
23385,03026,1:06:33,0:36:15,0:24:26,0:04:53,2:23:07,2:23:07
23052,03027,1:04:30,0:38:35,0:24:28,0:04:51,2:23:07,2:23:07
20608,03028,1:02:36,0:38:24,0:25:48,0:05:37,2:23:11,2:23:11
20976,03029,1:08:40,0:36:39,0:21:34,0:04:54,2:23:13,2:23:13
20893,03030,1:09:13,0:36:34,0:21:56,0:04:04,2:23:26,2:23:26
23272,03031,1:05:43,0:38:12,0:23:44,0:04:51,2:23:28,2:23:28
21485,03032,1:04:31,0:37:10,0:26:23,0:05:19,2:23:31,2:23:31
21704,03033,1:06:32,0:37:05,0:24:09,0:05:08,2:23:34,2:23:34
21706,03034,1:06:31,0:37:07,0:24:07,0:05:08,2:23:37,2:23:37
21392,03035,1:06:26,0:38:41,0:22:58,0:04:33,2:23:39,2:23:39
23410,03036,1:06:46,0:38:22,0:23:00,0:04:31,2:23:42,2:23:42
21431,03037,1:04:42,0:37:41,0:24:46,0:04:51,2:23:43,2:23:43
21629,03038,1:05:15,0:38:20,0:24:18,0:04:43,2:23:44,2:23:44
20299,03039,1:06:08,0:37:43,0:24:18,0:04:30,2:23:46,2:23:46
20881,03040,1:06:07,0:37:50,0:24:31,0:04:27,2:23:47,2:23:47
23430,03041,1:07:05,0:38:13,0:23:03,0:04:39,2:23:52,2:23:52
21582,03042,0:53:10,0:32:52,0:35:31,0:09:48,2:23:53,2:23:53
20727,03043,1:03:24,0:40:29,0:23:28,0:05:10,2:23:57,2:23:57
20726,03044,1:03:25,0:40:31,0:23:26,0:05:11,2:23:58,2:23:58
21124,03045,1:10:40,0:35:12,0:22:24,0:04:26,2:24:05,2:24:05
23132,03046,1:07:50,0:37:20,0:23:08,0:04:30,2:24:06,2:24:06
21767,03047,1:08:50,0:38:05,0:21:55,0:04:03,2:24:09,2:24:09
21378,03048,1:03:55,0:39:11,0:25:15,0:04:47,2:24:09,2:24:09
23638,03049,1:08:50,0:38:06,0:21:56,0:04:02,2:24:09,2:24:09
23031,03050,1:08:52,0:38:03,0:21:57,0:04:04,2:24:10,2:24:10
20844,03051,1:06:36,0:38:13,0:23:09,0:04:43,2:24:18,2:24:18
20938,03052,1:07:25,0:38:23,0:22:30,0:04:39,2:24:19,2:24:19
23426,03053,1:06:58,0:38:20,0:23:23,0:04:21,2:24:21,2:24:21
23382,03054,1:05:18,0:38:04,0:24:56,0:04:47,2:24:21,2:24:21
21094,03055,1:05:17,0:38:06,0:24:53,,2:24:22,2:24:22
20377,03056,1:05:16,0:38:01,0:24:56,0:04:47,2:24:23,2:24:23
20927,03057,1:05:27,0:37:47,0:25:00,0:04:46,2:24:24,2:24:24
21818,03058,1:10:52,0:40:44,0:18:31,0:03:19,2:24:25,2:24:25
23561,03059,1:06:58,0:38:06,0:23:36,0:04:35,2:24:26,2:24:26
20522,03060,1:13:06,0:34:44,0:20:43,0:03:47,2:24:34,2:24:34
21388,03061,1:09:33,0:37:07,0:22:26,0:03:59,2:24:38,2:24:38
